"version","generator","osm3s__timestamp_osm_base","osm3s__timestamp_areas_base","osm3s__copyright","elements__type","elements__id","elements__center__lat","elements__center__lon","elements__lat","elements__lon","elements__tags__access","elements__tags__addr:city","elements__tags__addr:country","elements__tags__addr:full","elements__tags__addr:housename","elements__tags__addr:housenumber","elements__tags__addr:postcode","elements__tags__addr:state","elements__tags__addr:street","elements__tags__alt_name","elements__tags__addr:unit","elements__tags__amenity","elements__tags__denomination","elements__tags__electricity","elements__tags__area","elements__tags__description","elements__tags__contact:website","elements__tags__boundary","elements__tags__contact:phone","elements__tags__contact:phone:tollfree","elements__tags__building","elements__tags__building:colour","elements__tags__ele","elements__tags__ele:note","elements__tags__check_date","elements__tags__check_date:currency:XBT","elements__tags__contact:facebook","elements__tags__contact:instagram","elements__tags__currency:XBT","elements__tags__email","elements__tags__beds","elements__tags__building:levels","elements__tags__capacity","elements__tags__designation","elements__tags__capacity:beds","elements__tags__emergency","elements__tags__full_name","elements__tags__facebook","elements__tags__fax","elements__tags__gnis:feature_id","elements__tags__health_amenity:type","elements__tags__healthcare","elements__tags__leisure","elements__tags__helipad","elements__tags__heritage","elements__tags__heritage:operator","elements__tags__healthcare:for","elements__tags__layer","elements__tags__healthcare:speciality","elements__tags__image","elements__tags__landing_zone","elements__tags__name","elements__tags__name:en","elements__tags__nrhp:criteria","elements__tags__nrhp:inscription_date","elements__tags__nrhp:nhl","elements__tags__name_1","elements__tags__official_name","elements__tags__note","elements__tags__opening_date","elements__tags__opening_hours","elements__tags__operational_status","elements__tags__payment:cash","elements__tags__payment:cheque","elements__tags__payment:mastercard","elements__tags__payment:visa","elements__tags__payment:lightning","elements__tags__payment:lightning:operator","elements__tags__payment:lightning_contactless","elements__tags__payment:onchain","elements__tags__url","elements__tags__old_name","elements__tags__operator","elements__tags__operator:phone","elements__tags__roof:colour","elements__tags__roof:material","elements__tags__roof:shape","elements__tags__start_date","elements__tags__operator:short","elements__tags__operator:wikidata","elements__tags__operator:wikipedia","elements__tags__operator:type","elements__tags__school","elements__tags__phone","elements__tags__religion","elements__tags__tag","elements__tags__phone:tollfree","elements__tags__urgent_care","elements__tags__protection_title","elements__tags__ref:nrhp","elements__tags__specialty","elements__tags__was:amenity","elements__tags__toilets:wheelchair","elements__tags__source","elements__tags__type","elements__tags__short_name","elements__tags__ref","elements__tags__website","elements__tags__wheelchair","elements__tags__wikidata","elements__tags__wikipedia"
"","","","","","node","10904134932","","","34.6033043","-98.4384691","","Lawton","","","","602","73505","OK","Southwest 38th Street","","","hospital","","","","","","","","","","","","","","","","","","","30","","","","","","","","","","","hospital","","","","","","","psychiatry","","","Jim Taliaferro Community Mental Health Center","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","+1 580 248 5780","","","","","","","","","","","","","","https://www.okdrs.gov/guide/jim-taliaferro-community-mental-health-center-0","","",""
"","","","","","node","10904137540","","","35.6674438","-95.9600379","","Okmulgee","","900 EAST AIRPORT ROAD","","900","74447","OK","East Airport Road","","","hospital","","","","","","","","","","","","","","","","","","","4","","","","","","","","","","","hospital","","","","","","","","","","Muscogee Creek - Physical Rehabilitation Center","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://www.creekhealth.org/community-hospitals/okmulgee-physical-rehabilitation-center/","","",""
"","","","","","node","10914355899","","","41.2638287","-110.9470982","","Evanston","","","","831","82931","WY","Highway 150 South","","","hospital","","","","","","","","","","","","","","","","","","","238","","","","","","","","","","","hospital","","","","","","","psychiatry","","","Wyoming State Hospital","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","+1-307-789-3464","","","","","","","","","","","","","","https://health.wyo.gov/behavioralhealth/statehospital/","","",""
"","","","","","node","10914361328","","","42.8442255","-106.2423701","","Casper","","","","5715","82609","WY","East 2nd Street","","","hospital","","","","","","","","","","","","","","","","","","","41","","","","","","","","","","","rehabilitation","","","","","","","","","","Elkhorn Valley Rehabilitation Hospital","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","+1-307-265-0005","","","","","","","","","","","","","","https://evrh.ernesthealth.com","","",""
"","","","","","node","10969833864","","","32.3678566","-106.7370151","","Las Cruces","","","","4500","88011","NM","Sonoma Ranch Boulevard","","","hospital","","","","","","","","","","","","","","","","","","","","","","","","no","","","","","","hospital","","","","","","","podiatry","","","Muojicare Foot and Ankle Center","","","","","","","","","Mo-Fr 08:00-16:00","","","","","","","","","","","","","","","","","","","","","","","+1-575-449-9232","","","","","","","","","","","","","","https://muojicare.com/","","",""
"","","","","","node","11176850386","","","48.2146042","-114.3233174","","","","","","","","","","","","hospital","","","","","","","","","","","","","","","","","","","","","","","","yes","","","","","","hospital","","","","","","","","","","Logan Health Medical Center","","","","","","","","","24/7","","","","","","","","","","","Kalispell Regional Medical Center","Logan Healthcare","","","","","","","","","","","+1 406 752 5111","","","","","","","","","","","","","","https://www.logan.org/health/locations/logan-health-medical-center","","Q14704640","en:Logan Health"
"","","","","","node","12098068749","","","37.7101342","-97.4433447","","Wichita","","","","8714","67212","KS","West 13th Street North","","","hospital","","","","","","","","","","","","","","","","","","","","","","","","yes","","","","","","hospital","","","","","","","","","","Wesley West ER","","","","","","Wesley West ER & Diagnostic Center","","","24/7","","","","","","","","","","","","Wesley Healthcare","","","","","","","","","","","+1 316-962-9900","","","","","","","","","","","","","","https://www.wesleymc.com/locations/wesley-west-er","","",""
"","","","","","node","12333588001","","","37.7220816","-97.3567207","","","","","","","67203","","","","","hospital","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Camber Wichita - Children's Mental Health Hospital","","","","","","","","","24/7","","","","","","","","","","","","","","","","","","","","","","","+1 913-890-7468","","","","","","","","","","","","","","https://www.cambermentalhealth.org/locations/wichita/","","",""
"","","","","","node","12540790202","","","39.1653602","-94.7100923","","","","","","4300","66104","","Brenner Drive","","","hospital","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Camber Kansas City - Children's Mental Health Hospital","","","","","","","","","24/7","","","","","","","","","","","","","","","","","","","","","","","+1 913-890-7468","","","","","","","","","","","","","","https://www.cambermentalhealth.org/locations/kansascity/","","",""
"","","","","","node","12540806101","","","38.8423619","-99.2794923","","","","","","3000","67601","","New Way Blvd.","","","hospital","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","hospital","","","","","","","","","","Camber Hays - Children's Mental Health Hospital","","","","","","","","","24/7","","","","","","","","","","","","","","","","","","","","","","","+1 913-890-7468","","","","","","","","","","","","","","https://www.cambermentalhealth.org/locations/hays/","","",""
"","","","","","node","12747940011","","","35.229039","-97.4396101","","Norman","","","","506","73071","OK","Wellness Way","","","hospital","","","","","","","","","","","","","","","https://www.facebook.com/OceansHealthcare","","","normaninfo@oceanshealthcare.com","","","","","","","","","","","","hospital","","","","","","","mental_health_clinic;mental_health_services;psychiatry","","","Behavioral Health Center at Porter Health Village","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","+1 405 754 1309","","","","","","","","","","","","","","https://oceanshealthcare.com/ohc-location/behavioral-health-center/","","",""
"","","","","","node","12776553601","","","40.7907213","-96.704903","","","","","","2202","68502","","South 11th Street","","","hospital","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Centerpointe - Mental/Social Health Service","","","","","","","","","Mo, We-Th 08:00-19:00; Tu, Fr 08:00-17:00","","","","","","","","","","","","","","","","","","","","","","","+1-402-475-5161","","","","","","","","","","","","","","https://www.centerpointe.org/","","",""
"","","","","","node","13116841701","","","43.4777736","-112.0618067","","","","","","2194","83402","","Snake River Parkway","","","hospital","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Wright Physical Therapy","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","+1 208-973-4144","","","","","","","","","","","","","","https://wrightpt.com/","","",""
"","","","","","node","13116863401","","","43.4777736","-112.0618067","","","","","","2194","83402","","Snake River Parkway","","","hospital","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Wright Physical Therapy","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","+1 208-973-4144","","","","","","","","","","","","","","https://wrightpt.com/","","",""
"","","","","","way","32945397","42.8480342","-106.3092555","","","","Casper","","","","1233","82601","WY","East 2nd Street","","","hospital","","","","","","","","","","","","","","","","","","","","","","","","yes","","","","","","hospital","","","","","","","","","","Banner Wyoming Medical Center","","","","","","","","","","","","","","","","","","","","","Banner Health","","","","","","","Q4856918","","","","+1 800 822 7201","","","","","","","","","","","","","","https://wyomingmedicalcenter.org/","","Q8040358","en:Wyoming Medical Center"
"","","","","","way","32945434","42.8347694","-106.2943296","","","","Casper","","","","2521","82609","WY","East 15th Street","","","hospital","","","","","","","","","","","","","","","","","","","","","","","","no","","","","","","hospital","","","","","","","","","","Wyoming Behavioral Institute","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","+1 307 237 7444","","","","","","","","","","","","","","https://www.wbihelp.com/","","",""
"","","","","","way","42722709","38.0409144","-97.3131404","","","","Newton","","","","","67114","","East 1st Street","","","hospital","","","","","","","","","","","","","2025-10-23","","","","","","","","","","","no","","","","478013","","hospital","","","","","","","psychiatry","","","Prairie View","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","+1 316 284 6400","","","","","","","","","","","","","","https://prairieview.org/","","",""
"","","","","","way","48490491","35.0547138","-106.5821888","","","private","Albuquerque","","","","1501","87108","NM","San Pedro Boulevard Southeast","","","hospital","","","","","","","","","","","","","","","","","","","298","6","298","","","maybe","","","","","","hospital","","","","","","","veterans","","","Raymond G. Murphy VA Medical Center","","","","","","","Primarily serves Veteran's. Not sure if honoring EMTALA.","","","","","","","","","","","","","","Department of Veterans Affairs","","","","","","","","","government","","+1-505-265-1711","","","","","","","","","","https://www.bizjournals.com/albuquerque/news/2018/11/26/see-new-mexicos-largest-hospitals.html","","","","https://www.albuquerque.va.gov/","","",""
"","","","","","way","50431360","32.323603","-106.7289405","","","","Las Cruces","","","","4311","88011","NM","East Lohman Avenue","","","hospital","","","","","","","","","yes","","","","","","","","","","","4","","","","yes","","","","2697025","","hospital","","","","","","","","","","Mountain View Regional Medical Center","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","+1 575 556 7600","","","","","","","","","","","","","","https://www.mountainviewregional.com/","","",""
"","","","","","way","51065097","32.291647","-106.7370557","","","","Las Cruces","","","","2450","88011","NM","South Telshor Boulevard","","","hospital","","","","","","","","","","","","","","","","","","","","","","","","yes","","","","901281","","hospital","","","","","","","","","","Memorial Medical Center","","","","","","","","","24/7","","","","","","","","","","","","LifePoint Health","","","","","","","","","","","+1 575 522 8641","","","","","","","","","","","","","","https://www.mmclc.org/","","",""
"","","","","","way","58723467","40.5861965","-98.442208","","","","Hastings","","","","4200","68902","","West 2nd Street","","","hospital","","","","","","","","","","","","","","","","","","","","","","","","no","","","","829850","","","","","","","","","","","","Hastings Regional Center","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","+1 402 462 1971","","","","","","","","","","","","","","https://dhhs.ne.gov/behavioral_health/Pages/beh_rc_hrcserv.aspx","","",""
"","","","","","way","59039312","32.3258194","-106.7244958","","","","Las Cruces","","","","4441","88011","NM","East Lohman Avenue","","","hospital","","","","","","","","","","","","","","","","","","","","","","","","no","","","","2697021","","hospital","","","","","","","","","","Rehabilitation Hospital of Southern New Mexico","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","+1 575 521 6400","","","","","","","","","","","","","","https://rhsnm.ernesthealth.com/","","",""
"","","","","","way","59076134","40.9432311","-98.3561562","","","","Grand Island","","","","2201","68803","","North Broadwell Avenue","","","hospital","","","","","","","","","","","","","","","","","","","","","","","","no","","","","1874196","","hospital","","","","","","","","","","Grand Island VA Medical Center","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","+1 308 382 3660","","","","","","","","","","","","","","https://www.nebraska.va.gov/locations/Grand_Island.asp","","",""
